"usuario_id","idade","genero","historico_compras","categoria_preferida","tempo_na_plataforma","produtos_visualizados","nivel_atividade","realizou_compra","churn","produto_recomendado"
954,23,"Feminino","Baixo","Casa",24,27,"Médio","Sim","Não","B"
955,25,"Masculino","Baixo","Moda",19,18,"Médio","Não","Sim","C"
956,40,"Feminino","Baixo","Eletrônicos",8,20,"Alto","Não","Sim","E"
957,56,"Feminino","Alto","Eletrônicos",7,14,"Médio","Sim","Não","B"
958,59,"Feminino","Médio","Moda",20,18,"Médio","Sim","Não","B"
959,19,"Feminino","Baixo","Casa",5,8,"Alto","Não","Sim","D"
960,35,"Masculino","Baixo","Eletrônicos",7,23,"Baixo","Sim","Não","A"
961,18,"Feminino","Médio","Casa",18,25,"Alto","Sim","Sim","E"
962,42,"Masculino","Alto","Moda",10,10,"Médio","Sim","Não","A"
963,25,"Masculino","Baixo","Casa",20,18,"Alto","Não","Não","C"
964,52,"Feminino","Alto","Casa",8,20,"Médio","Sim","Sim","E"
965,56,"Masculino","Alto","Casa",20,22,"Alto","Não","Sim","B"
966,38,"Feminino","Alto","Moda",21,21,"Baixo","Não","Não","B"
967,57,"Masculino","Baixo","Beleza",4,10,"Alto","Sim","Não","E"
968,48,"Masculino","Baixo","Beleza",22,16,"Baixo","Não","Sim","D"
969,30,"Masculino","Médio","Casa",3,18,"Médio","Não","Não","A"
970,32,"Feminino","Baixo","Beleza",3,23,"Médio","Não","Não","E"
971,55,"Feminino","Médio","Esportes",7,25,"Alto","Sim","Sim","E"
972,34,"Masculino","Baixo","Casa",9,17,"Baixo","Sim","Não","A"
973,41,"Masculino","Baixo","Moda",24,21,"Alto","Não","Não","B"
974,43,"Feminino","Médio","Eletrônicos",12,24,"Médio","Não","Sim","E"
975,60,"Masculino","Médio","Casa",7,21,"Médio","Não","Sim","E"
976,61,"Masculino","Baixo","Moda",8,20,"Baixo","Sim","Sim","C"
977,27,"Masculino","Médio","Eletrônicos",21,17,"Baixo","Não","Sim","C"
978,59,"Feminino","Baixo","Esportes",6,17,"Baixo","Sim","Não","A"
979,56,"Feminino","Médio","Moda",22,19,"Alto","Não","Sim","C"
980,61,"Feminino","Médio","Casa",9,10,"Baixo","Não","Sim","E"
981,20,"Masculino","Médio","Eletrônicos",23,22,"Médio","Não","Sim","B"
982,53,"Masculino","Alto","Casa",23,22,"Médio","Sim","Sim","C"
983,35,"Masculino","Médio","Moda",4,27,"Baixo","Sim","Não","B"
984,57,"Masculino","Alto","Esportes",24,26,"Médio","Não","Não","B"
985,19,"Feminino","Médio","Beleza",13,18,"Baixo","Sim","Não","C"
986,54,"Masculino","Médio","Moda",5,23,"Baixo","Não","Não","E"
987,65,"Feminino","Médio","Moda",7,12,"Alto","Sim","Sim","D"
988,54,"Feminino","Baixo","Casa",1,23,"Baixo","Sim","Sim","B"
989,36,"Feminino","Alto","Beleza",13,17,"Médio","Sim","Sim","D"
990,65,"Feminino","Alto","Moda",7,23,"Alto","Não","Não","D"
991,59,"Masculino","Baixo","Esportes",22,21,"Médio","Não","Não","D"
992,62,"Masculino","Médio","Beleza",20,20,"Baixo","Não","Não","B"
993,42,"Masculino","Baixo","Eletrônicos",17,26,"Alto","Não","Não","B"
994,20,"Masculino","Médio","Beleza",2,25,"Baixo","Não","Não","B"
995,32,"Feminino","Médio","Eletrônicos",13,18,"Baixo","Sim","Sim","E"
996,43,"Masculino","Baixo","Casa",8,15,"Médio","Não","Sim","E"
997,23,"Feminino","Baixo","Casa",1,30,"Baixo","Não","Não","D"
998,30,"Masculino","Alto","Casa",10,30,"Médio","Sim","Não","C"
999,42,"Feminino","Baixo","Eletrônicos",3,15,"Médio","Não","Sim","A"
1000,45,"Feminino","Baixo","Eletrônicos",5,29,"Baixo","Não","Sim","E"
1001,64,"Feminino","Baixo","Eletrônicos",12,25,"Médio","Sim","Não","E"
1002,47,"Masculino","Médio","Casa",15,16,"Alto","Não","Não","C"
1003,64,"Masculino","Médio","Eletrônicos",20,15,"Médio","Sim","Não","E"
1004,29,"Feminino","Alto","Beleza",7,25,"Médio","Sim","Sim","A"
1005,28,"Feminino","Baixo","Eletrônicos",13,31,"Médio","Não","Não","C"
1006,51,"Feminino","Alto","Moda",21,16,"Alto","Não","Não","B"
1007,30,"Masculino","Médio","Eletrônicos",10,17,"Médio","Sim","Não","E"
1008,19,"Feminino","Alto","Casa",11,21,"Alto","Sim","Sim","C"
1009,25,"Feminino","Médio","Eletrônicos",9,23,"Baixo","Sim","Não","D"
1010,45,"Masculino","Médio","Eletrônicos",22,25,"Baixo","Sim","Sim","D"
1011,60,"Masculino","Alto","Beleza",15,15,"Médio","Sim","Não","B"
1012,54,"Masculino","Alto","Eletrônicos",18,17,"Médio","Sim","Não","A"
1013,37,"Masculino","Médio","Moda",8,16,"Médio","Sim","Não","B"
1014,28,"Masculino","Baixo","Eletrônicos",8,25,"Baixo","Não","Sim","E"
1015,50,"Feminino","Baixo","Casa",23,23,"Baixo","Não","Não","C"
1016,58,"Feminino","Baixo","Eletrônicos",9,20,"Baixo","Não","Não","A"
1017,28,"Masculino","Alto","Casa",12,14,"Médio","Não","Não","D"
1018,25,"Feminino","Médio","Moda",18,25,"Médio","Sim","Não","C"
1019,19,"Feminino","Baixo","Casa",15,17,"Médio","Não","Sim","D"
1020,57,"Masculino","Baixo","Casa",8,20,"Baixo","Não","Não","A"
1021,60,"Masculino","Médio","Eletrônicos",4,24,"Alto","Não","Não","C"
1022,18,"Feminino","Baixo","Casa",20,20,"Alto","Não","Não","B"
1023,46,"Feminino","Baixo","Eletrônicos",5,14,"Baixo","Não","Sim","C"
1024,55,"Feminino","Baixo","Esportes",3,24,"Baixo","Sim","Sim","B"
1025,45,"Masculino","Médio","Eletrônicos",7,23,"Médio","Não","Sim","D"
1026,48,"Feminino","Baixo","Eletrônicos",18,18,"Baixo","Sim","Sim","C"
1027,48,"Masculino","Baixo","Casa",5,32,"Alto","Sim","Sim","D"
1028,65,"Masculino","Baixo","Beleza",9,19,"Alto","Sim","Sim","A"
1029,52,"Masculino","Alto","Moda",8,22,"Alto","Sim","Não","A"
1030,35,"Feminino","Baixo","Eletrônicos",5,12,"Baixo","Sim","Não","D"
1031,53,"Feminino","Baixo","Moda",13,17,"Médio","Não","Não","B"
1032,53,"Masculino","Baixo","Beleza",8,27,"Alto","Não","Não","A"
1033,48,"Feminino","Médio","Casa",7,22,"Médio","Não","Não","A"
1034,20,"Masculino","Baixo","Casa",17,19,"Baixo","Sim","Não","C"
1035,45,"Feminino","Médio","Eletrônicos",2,22,"Baixo","Sim","Sim","A"
1036,46,"Masculino","Alto","Eletrônicos",14,22,"Alto","Sim","Sim","E"
1037,45,"Feminino","Baixo","Beleza",7,16,"Médio","Sim","Não","B"
1038,45,"Masculino","Alto","Moda",20,24,"Alto","Não","Sim","A"
1039,35,"Masculino","Médio","Esportes",1,25,"Médio","Não","Não","B"
1040,43,"Masculino","Baixo","Esportes",16,26,"Alto","Sim","Não","E"
1041,39,"Feminino","Alto","Eletrônicos",4,22,"Alto","Não","Sim","C"
1042,25,"Feminino","Baixo","Casa",4,27,"Alto","Sim","Sim","B"
1043,49,"Masculino","Médio","Beleza",23,24,"Médio","Sim","Não","D"
1044,26,"Feminino","Médio","Moda",23,21,"Médio","Sim","Não","A"
1045,61,"Masculino","Médio","Beleza",16,20,"Baixo","Não","Não","D"
1046,20,"Masculino","Alto","Eletrônicos",22,18,"Alto","Sim","Não","B"
1047,25,"Masculino","Baixo","Eletrônicos",7,28,"Baixo","Sim","Não","D"
1048,59,"Masculino","Baixo","Eletrônicos",5,18,"Baixo","Sim","Não","C"
1049,38,"Masculino","Baixo","Casa",22,22,"Baixo","Sim","Sim","C"
1050,34,"Masculino","Alto","Esportes",10,18,"Baixo","Sim","Sim","E"
1051,23,"Masculino","Baixo","Moda",15,21,"Médio","Sim","Não","A"
1052,37,"Masculino","Médio","Eletrônicos",18,17,"Alto","Não","Sim","C"
1053,54,"Feminino","Baixo","Beleza",18,20,"Médio","Sim","Sim","B"
1054,32,"Feminino","Alto","Esportes",12,15,"Alto","Sim","Não","E"
1055,57,"Feminino","Baixo","Eletrônicos",24,20,"Médio","Sim","Não","B"
1056,43,"Masculino","Baixo","Casa",5,17,"Médio","Sim","Sim","C"
1057,57,"Feminino","Médio","Beleza",24,22,"Médio","Sim","Não","B"
1058,18,"Masculino","Alto","Esportes",1,17,"Médio","Não","Não","A"
1059,28,"Feminino","Alto","Moda",3,19,"Alto","Sim","Não","A"
1060,44,"Feminino","Baixo","Eletrônicos",24,19,"Baixo","Não","Não","D"
1061,53,"Feminino","Médio","Beleza",23,17,"Baixo","Sim","Sim","E"
1062,42,"Masculino","Alto","Eletrônicos",4,21,"Baixo","Não","Sim","E"
1063,64,"Feminino","Baixo","Moda",15,20,"Médio","Sim","Não","D"
1064,54,"Feminino","Baixo","Casa",23,13,"Alto","Sim","Sim","C"
1065,54,"Feminino","Alto","Beleza",20,16,"Alto","Sim","Não","D"
1066,32,"Feminino","Alto","Esportes",1,25,"Alto","Sim","Sim","D"
1067,54,"Feminino","Baixo","Beleza",24,10,"Médio","Não","Não","D"
1068,27,"Masculino","Médio","Eletrônicos",13,21,"Médio","Não","Não","C"
1069,52,"Masculino","Baixo","Casa",13,18,"Alto","Não","Não","A"
1070,48,"Feminino","Médio","Beleza",20,18,"Baixo","Não","Não","D"
1071,38,"Masculino","Alto","Moda",1,14,"Baixo","Não","Sim","C"
1072,64,"Masculino","Médio","Eletrônicos",5,25,"Alto","Não","Sim","D"
1073,53,"Masculino","Alto","Casa",19,19,"Baixo","Não","Sim","B"
1074,64,"Feminino","Baixo","Beleza",23,25,"Alto","Sim","Não","A"
1075,51,"Masculino","Alto","Eletrônicos",10,15,"Alto","Sim","Não","A"
1076,44,"Masculino","Alto","Esportes",6,19,"Baixo","Sim","Sim","E"
1077,58,"Feminino","Médio","Moda",12,18,"Alto","Não","Não","D"
1078,33,"Feminino","Alto","Esportes",22,22,"Médio","Não","Não","D"
1079,48,"Feminino","Baixo","Esportes",19,21,"Médio","Não","Não","D"
1080,41,"Masculino","Médio","Eletrônicos",11,22,"Baixo","Sim","Sim","C"
1081,31,"Masculino","Alto","Casa",11,25,"Alto","Sim","Não","C"
1082,65,"Masculino","Médio","Beleza",5,20,"Baixo","Não","Sim","B"
1083,58,"Masculino","Alto","Moda",12,21,"Alto","Sim","Sim","C"
1084,26,"Feminino","Alto","Beleza",3,22,"Médio","Sim","Sim","C"
1085,35,"Feminino","Baixo","Eletrônicos",3,31,"Alto","Sim","Sim","C"
1086,32,"Feminino","Médio","Moda",15,17,"Baixo","Sim","Sim","A"
1087,43,"Masculino","Baixo","Casa",3,18,"Médio","Não","Não","A"
1088,39,"Masculino","Alto","Esportes",21,28,"Médio","Sim","Sim","D"
1089,62,"Feminino","Alto","Casa",17,16,"Alto","Não","Não","A"
1090,25,"Feminino","Médio","Eletrônicos",13,25,"Médio","Sim","Sim","D"
1091,46,"Feminino","Baixo","Casa",7,28,"Baixo","Sim","Não","C"
1092,38,"Feminino","Baixo","Esportes",9,20,"Alto","Sim","Não","A"
1093,49,"Feminino","Médio","Beleza",6,20,"Médio","Sim","Sim","D"
1094,62,"Masculino","Baixo","Beleza",11,20,"Alto","Não","Não","A"
1095,55,"Feminino","Alto","Moda",16,28,"Baixo","Não","Sim","B"
1096,45,"Feminino","Médio","Moda",4,29,"Médio","Sim","Não","C"
1097,28,"Feminino","Baixo","Eletrônicos",23,20,"Médio","Não","Não","C"
1098,19,"Feminino","Baixo","Beleza",21,25,"Médio","Não","Sim","A"
1099,39,"Masculino","Baixo","Esportes",19,26,"Baixo","Não","Não","E"
1100,32,"Masculino","Alto","Eletrônicos",3,24,"Médio","Sim","Não","E"
1101,46,"Masculino","Médio","Casa",13,31,"Baixo","Sim","Não","C"
1102,22,"Feminino","Baixo","Esportes",9,24,"Alto","Não","Não","E"
1103,40,"Masculino","Médio","Beleza",20,16,"Alto","Sim","Não","E"
1104,37,"Masculino","Alto","Beleza",20,19,"Médio","Não","Não","E"
1105,41,"Feminino","Alto","Moda",16,23,"Alto","Não","Não","E"
1106,21,"Feminino","Baixo","Beleza",15,15,"Baixo","Não","Não","E"
1107,38,"Masculino","Baixo","Eletrônicos",24,18,"Médio","Sim","Sim","A"
1108,18,"Feminino","Baixo","Casa",7,19,"Médio","Sim","Sim","D"
1109,61,"Feminino","Baixo","Eletrônicos",22,22,"Médio","Não","Não","D"
1110,56,"Feminino","Médio","Eletrônicos",20,19,"Alto","Sim","Sim","C"
1111,56,"Masculino","Alto","Esportes",10,21,"Alto","Sim","Não","C"
1112,47,"Feminino","Baixo","Moda",13,16,"Baixo","Sim","Não","C"
1113,22,"Feminino","Médio","Esportes",11,21,"Médio","Sim","Não","C"
1114,62,"Feminino","Médio","Moda",18,20,"Médio","Sim","Não","E"
1115,45,"Masculino","Baixo","Eletrônicos",21,17,"Médio","Sim","Sim","B"
1116,18,"Feminino","Baixo","Casa",19,29,"Médio","Sim","Não","E"
1117,46,"Masculino","Alto","Eletrônicos",7,19,"Alto","Não","Não","A"
1118,32,"Feminino","Médio","Casa",24,20,"Baixo","Não","Não","E"
1119,38,"Feminino","Baixo","Moda",10,22,"Médio","Não","Sim","D"
1120,18,"Masculino","Baixo","Casa",7,15,"Baixo","Sim","Não","A"
1121,58,"Feminino","Alto","Esportes",14,24,"Alto","Sim","Sim","A"
1122,35,"Feminino","Baixo","Casa",22,18,"Médio","Não","Não","E"
1123,32,"Feminino","Baixo","Eletrônicos",16,23,"Baixo","Sim","Não","C"
1124,47,"Feminino","Médio","Eletrônicos",1,21,"Alto","Sim","Não","B"
1125,46,"Masculino","Médio","Casa",24,25,"Alto","Não","Sim","D"
1126,64,"Feminino","Baixo","Esportes",6,23,"Médio","Não","Não","B"
1127,26,"Feminino","Baixo","Casa",19,17,"Alto","Sim","Sim","C"
1128,64,"Masculino","Médio","Eletrônicos",16,22,"Alto","Sim","Não","B"
1129,62,"Feminino","Alto","Esportes",23,19,"Médio","Sim","Não","C"
1130,25,"Feminino","Alto","Beleza",4,21,"Alto","Sim","Não","E"
1131,42,"Feminino","Alto","Moda",6,21,"Alto","Sim","Sim","B"
1132,35,"Feminino","Baixo","Moda",14,26,"Médio","Sim","Não","E"
1133,19,"Masculino","Baixo","Eletrônicos",12,19,"Médio","Sim","Não","A"
1134,53,"Masculino","Baixo","Casa",22,14,"Médio","Não","Não","C"
1135,47,"Feminino","Médio","Esportes",17,22,"Alto","Sim","Sim","A"
1136,50,"Feminino","Médio","Beleza",9,15,"Médio","Não","Sim","B"
1137,26,"Feminino","Médio","Eletrônicos",5,17,"Alto","Não","Sim","E"
1138,25,"Masculino","Médio","Moda",10,21,"Médio","Sim","Não","B"
1139,61,"Masculino","Médio","Casa",8,14,"Médio","Sim","Sim","B"
1140,39,"Masculino","Médio","Moda",6,22,"Médio","Não","Não","A"
1141,29,"Masculino","Médio","Moda",24,26,"Alto","Sim","Não","C"
1142,38,"Masculino","Baixo","Casa",4,18,"Médio","Não","Sim","D"
1143,56,"Feminino","Médio","Eletrônicos",14,25,"Baixo","Sim","Sim","B"
1144,34,"Feminino","Baixo","Casa",9,14,"Alto","Não","Não","D"
1145,34,"Feminino","Baixo","Esportes",7,14,"Médio","Sim","Não","B"
1146,63,"Feminino","Médio","Casa",13,19,"Médio","Sim","Sim","B"
1147,41,"Feminino","Baixo","Beleza",7,17,"Médio","Sim","Não","A"
1148,28,"Masculino","Baixo","Moda",16,17,"Alto","Sim","Sim","D"
1149,39,"Feminino","Baixo","Casa",22,16,"Alto","Não","Sim","D"
1150,57,"Feminino","Médio","Casa",8,25,"Alto","Não","Não","D"
1151,34,"Feminino","Alto","Moda",17,22,"Baixo","Não","Não","A"
1152,25,"Feminino","Baixo","Beleza",9,16,"Baixo","Sim","Não","D"
1153,28,"Feminino","Médio","Beleza",2,18,"Baixo","Sim","Sim","C"
1154,44,"Masculino","Baixo","Eletrônicos",17,23,"Baixo","Não","Não","B"
1155,38,"Masculino","Alto","Beleza",19,24,"Baixo","Sim","Não","D"
1156,45,"Masculino","Médio","Beleza",1,21,"Baixo","Não","Sim","A"
1157,22,"Feminino","Médio","Esportes",15,18,"Baixo","Sim","Não","C"
1158,54,"Feminino","Baixo","Casa",11,21,"Médio","Não","Sim","E"
1159,28,"Feminino","Médio","Beleza",14,22,"Baixo","Não","Sim","A"
1160,47,"Feminino","Alto","Beleza",8,23,"Alto","Sim","Não","B"
1161,23,"Feminino","Baixo","Esportes",21,24,"Baixo","Não","Não","A"
1162,34,"Feminino","Médio","Casa",16,26,"Alto","Sim","Sim","B"
1163,42,"Masculino","Baixo","Beleza",10,18,"Baixo","Não","Sim","B"
1164,28,"Masculino","Médio","Beleza",8,19,"Baixo","Não","Sim","E"
1165,44,"Masculino","Baixo","Esportes",3,22,"Médio","Sim","Não","D"
1166,39,"Feminino","Baixo","Casa",5,20,"Baixo","Não","Sim","B"
1167,46,"Feminino","Alto","Moda",18,19,"Alto","Não","Sim","C"
1168,40,"Feminino","Baixo","Esportes",1,15,"Médio","Sim","Sim","A"
1169,44,"Masculino","Médio","Eletrônicos",18,21,"Alto","Não","Não","B"
1170,65,"Masculino","Médio","Beleza",9,25,"Alto","Não","Não","E"
1171,32,"Masculino","Médio","Esportes",18,19,"Médio","Não","Não","B"
1172,60,"Masculino","Baixo","Moda",3,19,"Médio","Não","Sim","B"
1173,51,"Masculino","Alto","Esportes",22,16,"Alto","Não","Não","C"
1174,43,"Masculino","Baixo","Moda",5,17,"Baixo","Não","Não","A"
1175,35,"Feminino","Baixo","Casa",8,29,"Médio","Sim","Sim","C"
1176,28,"Masculino","Médio","Casa",19,23,"Alto","Sim","Não","E"
1177,37,"Feminino","Médio","Esportes",9,26,"Médio","Sim","Sim","E"
1178,41,"Feminino","Médio","Moda",3,16,"Baixo","Não","Não","B"
1179,30,"Masculino","Baixo","Beleza",18,19,"Alto","Não","Sim","C"
1180,22,"Masculino","Médio","Beleza",11,23,"Médio","Sim","Sim","C"
1181,53,"Masculino","Médio","Esportes",8,9,"Baixo","Não","Não","C"
1182,39,"Feminino","Baixo","Moda",14,15,"Médio","Sim","Sim","E"
1183,21,"Feminino","Médio","Casa",2,15,"Médio","Sim","Não","D"
1184,50,"Feminino","Alto","Casa",16,20,"Alto","Não","Não","A"
1185,27,"Feminino","Médio","Moda",8,21,"Alto","Sim","Não","D"
1186,39,"Feminino","Baixo","Casa",2,27,"Médio","Não","Não","C"
1187,21,"Feminino","Médio","Moda",16,19,"Alto","Sim","Não","E"
1188,54,"Masculino","Médio","Casa",6,23,"Alto","Sim","Sim","E"
1189,30,"Masculino","Baixo","Casa",14,16,"Médio","Não","Não","C"
1190,29,"Masculino","Médio","Eletrônicos",5,20,"Alto","Não","Sim","B"
1191,18,"Masculino","Baixo","Eletrônicos",11,12,"Baixo","Sim","Sim","B"
1192,20,"Feminino","Baixo","Eletrônicos",2,14,"Médio","Não","Sim","A"
1193,27,"Feminino","Alto","Moda",2,23,"Médio","Não","Sim","E"
1194,49,"Feminino","Baixo","Eletrônicos",17,18,"Médio","Não","Não","E"
1195,37,"Masculino","Médio","Moda",7,21,"Alto","Sim","Não","A"
1196,60,"Masculino","Médio","Beleza",21,18,"Baixo","Sim","Não","B"
1197,26,"Feminino","Médio","Moda",11,22,"Médio","Não","Não","B"
1198,27,"Masculino","Alto","Casa",16,13,"Médio","Não","Sim","C"
1199,56,"Feminino","Alto","Eletrônicos",20,18,"Médio","Não","Não","A"
1200,48,"Feminino","Médio","Moda",6,19,"Médio","Sim","Sim","A"
1201,36,"Masculino","Baixo","Eletrônicos",10,25,"Alto","Não","Sim","D"
1202,47,"Masculino","Baixo","Esportes",9,15,"Médio","Sim","Não","E"
1203,38,"Feminino","Médio","Eletrônicos",12,20,"Baixo","Não","Sim","D"
1204,54,"Feminino","Baixo","Eletrônicos",11,15,"Baixo","Sim","Sim","B"
1205,39,"Feminino","Médio","Moda",5,35,"Médio","Não","Não","E"
1206,22,"Masculino","Baixo","Eletrônicos",15,19,"Médio","Sim","Não","D"
1207,54,"Feminino","Médio","Esportes",9,19,"Médio","Não","Não","A"
1208,30,"Feminino","Baixo","Moda",2,21,"Baixo","Sim","Sim","A"
1209,46,"Feminino","Baixo","Eletrônicos",21,15,"Alto","Sim","Não","C"
1210,22,"Masculino","Alto","Beleza",8,24,"Alto","Não","Sim","A"
1211,36,"Masculino","Baixo","Beleza",21,13,"Alto","Sim","Não","A"
1212,30,"Masculino","Baixo","Beleza",2,24,"Alto","Não","Sim","C"
1213,47,"Masculino","Alto","Esportes",24,23,"Médio","Sim","Sim","D"
1214,33,"Feminino","Médio","Beleza",1,27,"Alto","Não","Não","D"
1215,65,"Masculino","Baixo","Eletrônicos",9,27,"Médio","Sim","Sim","B"
1216,20,"Masculino","Médio","Eletrônicos",16,19,"Baixo","Sim","Sim","A"
1217,46,"Feminino","Baixo","Casa",5,14,"Médio","Sim","Não","D"
1218,39,"Feminino","Médio","Casa",19,19,"Baixo","Sim","Sim","A"
1219,19,"Masculino","Médio","Casa",16,23,"Baixo","Não","Não","C"
1220,50,"Feminino","Médio","Moda",21,15,"Baixo","Sim","Sim","D"
1221,18,"Masculino","Alto","Moda",20,23,"Baixo","Sim","Não","E"
1222,53,"Masculino","Médio","Eletrônicos",22,24,"Baixo","Sim","Sim","D"
1223,35,"Masculino","Médio","Beleza",19,27,"Médio","Sim","Não","B"
1224,29,"Feminino","Alto","Eletrônicos",3,23,"Médio","Sim","Não","D"
1225,55,"Masculino","Médio","Casa",8,16,"Baixo","Sim","Sim","E"
1226,32,"Masculino","Médio","Casa",8,22,"Baixo","Não","Sim","A"
1227,49,"Masculino","Alto","Beleza",7,21,"Alto","Não","Não","D"
1228,44,"Masculino","Alto","Esportes",4,12,"Alto","Não","Não","B"
1229,24,"Masculino","Baixo","Eletrônicos",14,13,"Alto","Sim","Não","E"
1230,60,"Feminino","Alto","Beleza",24,26,"Baixo","Não","Não","C"
1231,49,"Masculino","Médio","Casa",24,21,"Alto","Sim","Não","D"
1232,30,"Feminino","Baixo","Beleza",8,12,"Baixo","Sim","Sim","B"
1233,56,"Masculino","Baixo","Moda",20,22,"Médio","Sim","Não","A"
1234,57,"Feminino","Médio","Casa",13,15,"Alto","Não","Não","E"
1235,45,"Feminino","Médio","Casa",7,25,"Alto","Não","Sim","B"
1236,24,"Feminino","Baixo","Beleza",11,25,"Médio","Não","Sim","C"
1237,39,"Feminino","Médio","Eletrônicos",22,24,"Baixo","Não","Sim","A"
1238,25,"Feminino","Alto","Beleza",13,11,"Médio","Sim","Não","C"
1239,40,"Feminino","Baixo","Eletrônicos",12,20,"Baixo","Não","Não","B"
1240,23,"Feminino","Alto","Beleza",21,34,"Baixo","Sim","Não","C"
1241,56,"Masculino","Baixo","Beleza",19,19,"Baixo","Sim","Não","D"
1242,47,"Masculino","Baixo","Esportes",13,11,"Alto","Sim","Não","D"
1243,48,"Feminino","Baixo","Casa",19,14,"Baixo","Sim","Não","E"
1244,26,"Masculino","Alto","Esportes",6,19,"Baixo","Sim","Não","E"
1245,40,"Feminino","Baixo","Casa",3,17,"Médio","Não","Não","D"
1246,29,"Feminino","Alto","Esportes",15,20,"Médio","Sim","Sim","A"
1247,41,"Feminino","Baixo","Moda",8,18,"Médio","Não","Não","B"
1248,54,"Masculino","Alto","Eletrônicos",15,18,"Alto","Sim","Não","A"
1249,27,"Masculino","Baixo","Casa",19,18,"Médio","Não","Sim","B"
1250,34,"Feminino","Baixo","Casa",18,22,"Alto","Não","Sim","C"
1251,19,"Feminino","Baixo","Casa",3,19,"Baixo","Não","Sim","A"
1252,53,"Feminino","Baixo","Esportes",21,20,"Baixo","Sim","Sim","E"
1253,39,"Masculino","Baixo","Esportes",11,18,"Baixo","Não","Sim","B"
1254,62,"Masculino","Médio","Esportes",2,13,"Médio","Não","Não","A"
1255,40,"Masculino","Baixo","Eletrônicos",24,15,"Baixo","Sim","Sim","A"
1256,53,"Feminino","Baixo","Eletrônicos",15,15,"Médio","Não","Sim","C"
1257,55,"Masculino","Médio","Eletrônicos",14,21,"Baixo","Não","Não","C"
1258,29,"Masculino","Médio","Beleza",11,15,"Médio","Sim","Não","E"
1259,40,"Masculino","Médio","Moda",11,19,"Médio","Não","Sim","A"
1260,19,"Masculino","Médio","Beleza",20,24,"Baixo","Não","Não","D"
1261,63,"Masculino","Alto","Eletrônicos",19,17,"Médio","Não","Sim","A"
1262,61,"Masculino","Alto","Esportes",19,23,"Alto","Não","Sim","C"
1263,42,"Masculino","Médio","Eletrônicos",16,26,"Alto","Não","Não","A"
1264,30,"Feminino","Médio","Esportes",5,19,"Alto","Sim","Sim","B"
1265,41,"Masculino","Baixo","Casa",23,19,"Baixo","Não","Sim","B"
1266,57,"Masculino","Baixo","Esportes",11,24,"Alto","Sim","Sim","C"
1267,47,"Feminino","Baixo","Moda",14,19,"Alto","Sim","Não","E"
1268,55,"Masculino","Médio","Esportes",19,15,"Alto","Sim","Não","E"
1269,48,"Feminino","Médio","Moda",11,25,"Alto","Sim","Sim","A"
1270,34,"Masculino","Baixo","Beleza",15,14,"Médio","Sim","Não","B"
1271,48,"Feminino","Baixo","Moda",21,24,"Baixo","Sim","Não","E"
1272,41,"Masculino","Médio","Beleza",11,16,"Médio","Não","Não","B"
1273,61,"Feminino","Baixo","Beleza",4,19,"Alto","Sim","Não","A"
1274,60,"Feminino","Baixo","Esportes",21,27,"Alto","Sim","Sim","A"
1275,53,"Feminino","Alto","Esportes",11,22,"Médio","Sim","Não","D"
1276,37,"Masculino","Médio","Esportes",8,22,"Alto","Não","Sim","A"
1277,49,"Masculino","Médio","Esportes",21,23,"Médio","Sim","Não","A"
1278,27,"Feminino","Baixo","Eletrônicos",23,17,"Médio","Não","Não","C"
1279,31,"Feminino","Alto","Casa",20,22,"Alto","Sim","Não","E"
1280,31,"Feminino","Médio","Beleza",21,11,"Baixo","Não","Não","A"
1281,41,"Feminino","Baixo","Beleza",8,21,"Baixo","Sim","Não","A"
1282,20,"Feminino","Médio","Casa",14,21,"Médio","Sim","Sim","D"
1283,53,"Masculino","Baixo","Esportes",9,20,"Médio","Sim","Não","B"
1284,41,"Masculino","Médio","Beleza",20,14,"Médio","Sim","Sim","A"
1285,60,"Feminino","Baixo","Esportes",4,25,"Médio","Sim","Sim","D"
1286,28,"Masculino","Baixo","Eletrônicos",20,26,"Alto","Sim","Sim","B"
1287,47,"Masculino","Baixo","Beleza",5,13,"Baixo","Não","Sim","A"
1288,62,"Feminino","Médio","Esportes",14,23,"Médio","Não","Não","A"
1289,50,"Feminino","Alto","Casa",1,25,"Médio","Sim","Sim","D"
1290,65,"Feminino","Médio","Moda",22,15,"Alto","Sim","Sim","E"
1291,28,"Masculino","Baixo","Eletrônicos",5,22,"Médio","Não","Sim","E"
1292,45,"Feminino","Médio","Beleza",21,15,"Alto","Não","Sim","A"
1293,39,"Feminino","Médio","Beleza",5,20,"Médio","Não","Não","C"
1294,60,"Feminino","Alto","Casa",11,23,"Baixo","Sim","Não","C"
1295,41,"Feminino","Baixo","Casa",2,22,"Baixo","Sim","Não","A"
1296,55,"Feminino","Médio","Beleza",19,24,"Médio","Não","Sim","B"
1297,58,"Feminino","Alto","Moda",1,23,"Alto","Sim","Não","E"
1298,27,"Feminino","Baixo","Eletrônicos",14,22,"Alto","Não","Não","C"
1299,62,"Masculino","Alto","Moda",19,21,"Baixo","Não","Sim","B"
1300,39,"Feminino","Médio","Eletrônicos",15,18,"Médio","Não","Não","E"
1301,44,"Masculino","Alto","Moda",11,19,"Baixo","Sim","Não","A"
1302,42,"Feminino","Baixo","Esportes",12,12,"Médio","Não","Sim","B"
