"tipo_plano","satisfacao_cliente","gasto_mensal","uso_servicos_adicionais","reclamacoes_recentes","churn"
"Intermediário",2.6,105.665367727622,"Não","Sim","Não"
"Básico",4.5,82.8293807090319,"Não","Sim","Não"
"Intermediário",4.2,97.2427160025294,"Sim","Não","Sim"
"Avançado",2.4,137.7527683246,"Não","Não","Não"
"Intermediário",1.9,108.80525635558,"Sim","Sim","Sim"
"Intermediário",1.3,104.913579049947,"Não","Sim","Não"
"Intermediário",1.4,44.7368580327723,"Sim","Não","Sim"
"Avançado",2.3,108.048275572087,"Não","Sim","Não"
"Avançado",3.8,92.8739491644648,"Sim","Sim","Não"
"Básico",2.6,102.729915878006,"Não","Sim","Não"
"Intermediário",3.9,116.237301094789,"Não","Não","Não"
"Intermediário",4.8,105.209712626221,"Não","Não","Não"
"Básico",3.6,99.2167478185365,"Sim","Sim","Não"
"Avançado",1.1,84.2461458748424,"Sim","Não","Não"
"Intermediário",4.3,116.85551973437,"Sim","Sim","Não"
"Básico",2.7,103.680228331223,"Não","Não","Não"
"Avançado",2.4,104.399173804062,"Sim","Não","Sim"
"Avançado",1.2,95.5618148909052,"Sim","Sim","Sim"
"Básico",1.3,100.306536381938,"Sim","Sim","Sim"
"Intermediário",2.7,95.8381899462653,"Sim","Não","Não"
"Avançado",4.3,101.791970872348,"Sim","Não","Sim"
"Básico",3,91.7389554719005,"Sim","Não","Não"
"Básico",1.9,96.3746624813594,"Sim","Não","Não"
"Avançado",1.8,91.7057654090467,"Sim","Não","Não"
"Básico",2.8,114.406899904986,"Sim","Não","Não"
"Avançado",3.2,91.0426691266154,"Sim","Não","Não"
"Intermediário",4,87.0945085526271,"Sim","Não","Sim"
"Avançado",1.6,116.604017210904,"Não","Sim","Sim"
"Básico",4.3,112.865887252828,"Não","Não","Sim"
"Intermediário",4.5,100.430698833836,"Não","Não","Sim"
"Básico",1.4,90.8121352913929,"Não","Sim","Não"
"Intermediário",2,96.3081196279643,"Sim","Não","Sim"
"Avançado",4,142.503469892773,"Sim","Sim","Sim"
"Avançado",4,113.14949768043,"Não","Sim","Não"
"Básico",2.5,108.487666989069,"Sim","Não","Não"
"Avançado",4.5,95.6005430949297,"Sim","Não","Não"
"Básico",3.5,80.46252988146,"Não","Sim","Sim"
"Básico",1.1,110.598320074396,"Não","Não","Sim"
"Intermediário",2.7,121.41071570817,"Não","Sim","Sim"
"Básico",2.3,98.7232789975044,"Sim","Não","Sim"
"Avançado",1.2,131.120572034728,"Não","Sim","Sim"
"Avançado",2.6,72.0913953414596,"Não","Não","Sim"
"Básico",1.9,121.420792936902,"Não","Sim","Não"
"Intermediário",2.7,95.5692310039738,"Não","Sim","Não"
"Intermediário",4.5,61.0307666939356,"Sim","Não","Sim"
"Básico",4.1,121.271455595811,"Não","Sim","Sim"
"Básico",2.9,80.5907712879476,"Sim","Não","Sim"
"Intermediário",4.6,96.8679087239044,"Não","Sim","Sim"
"Básico",1,99.2275092091793,"Não","Não","Não"
"Intermediário",3.3,101.516616651257,"Não","Não","Sim"
"Intermediário",2.6,117.815201250643,"Não","Não","Não"
"Avançado",4.8,140.499998078139,"Não","Não","Sim"
"Básico",3.7,118.452398353727,"Sim","Não","Sim"
"Básico",1.8,116.361471564049,"Sim","Não","Não"
"Avançado",3.6,125.059935316591,"Não","Sim","Não"
"Avançado",4.4,91.0912039291122,"Sim","Sim","Não"
"Avançado",3.1,113.751907382578,"Sim","Não","Sim"
"Básico",3.2,95.3523911150031,"Não","Não","Não"
"Básico",4.2,95.3087386641531,"Não","Não","Sim"
"Intermediário",2.4,115.678365141828,"Não","Não","Sim"
"Básico",1.9,98.1214731766133,"Não","Sim","Não"
"Avançado",4.5,130.631502668023,"Não","Não","Sim"
"Intermediário",1.8,112.005355886421,"Sim","Não","Não"
"Básico",4.4,120.258670107185,"Sim","Não","Não"
"Intermediário",2.3,124.661863843854,"Não","Não","Sim"
"Avançado",2.3,86.5887925729984,"Sim","Sim","Sim"
"Avançado",1.4,115.892436074205,"Não","Não","Não"
"Intermediário",2.6,107.25736239694,"Não","Não","Sim"
"Básico",3.4,104.054154265845,"Não","Sim","Não"
"Avançado",2.3,98.6397886945557,"Sim","Sim","Sim"
"Avançado",3.2,97.4229583477864,"Sim","Não","Sim"
"Avançado",2.8,88.8252896610354,"Não","Não","Sim"
"Básico",3.3,83.559703748798,"Sim","Não","Não"
"Intermediário",3.5,134.122452432023,"Sim","Não","Não"
"Intermediário",2.4,80.1524231733765,"Não","Não","Não"
"Intermediário",3.5,104.024824501558,"Sim","Não","Sim"
"Básico",3.9,99.4570995981629,"Sim","Sim","Não"
"Intermediário",4.2,103.187292243775,"Não","Sim","Não"
"Básico",1.2,115.920524072096,"Não","Sim","Sim"
"Básico",2.3,104.415575857719,"Sim","Sim","Não"
"Básico",3,98.2955164820652,"Sim","Sim","Sim"
"Intermediário",2.7,116.013404099122,"Não","Não","Não"
"Básico",1.1,110.596361261839,"Não","Sim","Sim"
"Avançado",2.7,117.86400633083,"Sim","Sim","Sim"
"Avançado",1.7,97.41501125827,"Sim","Sim","Não"
"Básico",1.8,106.914172622342,"Sim","Não","Sim"
"Avançado",4.6,52.2802806467314,"Sim","Sim","Não"
"Intermediário",4.4,103.632581255784,"Não","Sim","Sim"
"Intermediário",3.2,82.3660122971839,"Sim","Sim","Não"
"Intermediário",3.4,112.078052435202,"Sim","Não","Sim"
"Avançado",4.9,99.617516404094,"Não","Sim","Não"
"Avançado",1.8,91.2555235604445,"Não","Sim","Sim"
"Intermediário",1.1,116.932333066661,"Sim","Não","Não"
"Avançado",4.5,117.658033020214,"Não","Não","Não"
"Básico",4.5,116.966800856271,"Não","Sim","Sim"
"Básico",3.8,111.420927420865,"Sim","Sim","Sim"
"Avançado",3,107.125217868037,"Não","Sim","Sim"
"Intermediário",2.8,90.4635275690589,"Não","Sim","Sim"
"Avançado",4.5,138.202920359663,"Não","Não","Não"
"Avançado",3.2,106.937909059603,"Sim","Não","Não"
"Básico",3.3,62.978015617882,"Sim","Não","Não"
"Avançado",3.3,76.2363168190633,"Sim","Não","Não"
"Avançado",1.7,89.3876179982556,"Sim","Não","Não"
"Intermediário",3.5,140.846650932489,"Sim","Não","Não"
"Intermediário",3,122.425184996167,"Não","Não","Não"
"Intermediário",1.5,110.646712547375,"Não","Sim","Sim"
"Intermediário",4.2,84.6658136758961,"Sim","Não","Sim"
"Avançado",2.8,78.4879170648022,"Sim","Não","Sim"
"Avançado",3.5,106.44490079789,"Não","Sim","Não"
"Avançado",1.6,127.644013492003,"Sim","Não","Não"
"Avançado",2.9,109.534183159325,"Não","Sim","Não"
"Básico",2.8,114.515923601182,"Sim","Não","Não"
"Intermediário",3.6,94.7198929338102,"Não","Não","Não"
"Intermediário",4.6,78.9694593968408,"Sim","Sim","Sim"
"Básico",1.6,75.1618962659833,"Não","Não","Não"
"Intermediário",1.8,113.206593509125,"Sim","Não","Sim"
"Intermediário",4.5,101.786902764374,"Não","Não","Sim"
"Avançado",3.6,68.5140969504527,"Não","Sim","Não"
"Avançado",4.9,58.4854668469094,"Não","Não","Sim"
"Intermediário",4,69.5480929226238,"Sim","Não","Sim"
"Avançado",4.4,102.882817319865,"Sim","Sim","Não"
"Avançado",1.1,82.0557411277818,"Sim","Não","Sim"
"Avançado",4.8,114.238090224226,"Não","Sim","Sim"
"Básico",2.4,107.255557246253,"Não","Sim","Sim"
"Básico",1.1,95.4987153237967,"Sim","Não","Não"
"Intermediário",3.5,101.032724137369,"Sim","Não","Não"
"Avançado",2.7,112.583324980015,"Não","Não","Sim"
"Intermediário",1.8,98.8940008805945,"Sim","Sim","Sim"
"Avançado",4.4,77.6721141304544,"Não","Sim","Não"
"Avançado",4,83.6829833796572,"Sim","Sim","Sim"
"Avançado",1.4,84.5695605997824,"Sim","Sim","Não"
"Básico",4.9,89.4801978790227,"Sim","Não","Sim"
"Avançado",1.4,76.936490392524,"Sim","Sim","Sim"
"Avançado",4.8,139.778364699238,"Sim","Sim","Não"
"Intermediário",2.6,91.3960969394653,"Sim","Não","Sim"
"Básico",1.6,71.3437704394282,"Não","Sim","Não"
"Básico",4.5,122.671212195702,"Sim","Sim","Não"
"Básico",4.8,115.507754776975,"Não","Não","Não"
"Avançado",1.7,109.685809087007,"Não","Não","Não"
"Básico",1.7,137.898252302722,"Não","Não","Não"
"Básico",3.5,87.3897565874139,"Não","Não","Não"
"Avançado",1.8,86.4599137948391,"Sim","Não","Não"
"Básico",3.3,88.2971526957675,"Não","Não","Sim"
"Intermediário",2.6,119.001025757824,"Sim","Sim","Não"
"Básico",3,83.7601341297044,"Não","Sim","Sim"
"Avançado",3.7,123.958845945988,"Não","Não","Sim"
"Básico",3,99.6575817568729,"Sim","Não","Não"
"Básico",2.1,115.16906946846,"Não","Sim","Não"
"Intermediário",2,101.983106339022,"Não","Não","Sim"
"Avançado",2,102.047953822464,"Não","Sim","Não"
"Avançado",1.1,104.429502840494,"Não","Não","Sim"
"Avançado",2.8,68.632070849431,"Sim","Não","Não"
"Intermediário",3.4,62.9208825153636,"Não","Não","Sim"
"Intermediário",1,106.255293532293,"Sim","Sim","Sim"
"Intermediário",2.2,72.7756795005134,"Não","Sim","Não"
"Intermediário",1.8,129.657600220777,"Não","Não","Não"
"Avançado",4,45.3815715730262,"Sim","Sim","Não"
"Básico",2.8,133.596615929898,"Não","Sim","Não"
"Intermediário",3.4,88.2095245167325,"Não","Sim","Sim"
"Intermediário",2.9,121.762915069919,"Sim","Sim","Sim"
"Intermediário",2.5,91.7196167718117,"Sim","Não","Não"
"Avançado",1.3,91.3452457047714,"Não","Sim","Sim"
"Avançado",4.3,106.30700138728,"Sim","Não","Sim"
"Intermediário",2.8,101.236285329613,"Não","Sim","Não"
"Avançado",1.6,90.9367726874326,"Sim","Não","Não"
"Básico",4,110.200173409884,"Sim","Não","Sim"
"Intermediário",2.9,111.38154213052,"Não","Sim","Sim"
"Intermediário",1.7,91.6977587095829,"Sim","Não","Não"
"Básico",5,115.637737496428,"Não","Não","Não"
"Intermediário",1.8,124.610242347778,"Não","Sim","Não"
"Básico",3.3,99.8226234889689,"Não","Não","Não"
"Avançado",2.5,80.9457927471157,"Não","Não","Não"
"Básico",3.4,111.189463547647,"Sim","Não","Sim"
"Intermediário",1.4,96.5319623842895,"Não","Não","Sim"
"Básico",3.3,61.1472718033336,"Não","Não","Sim"
"Intermediário",2.6,81.3984239287578,"Não","Não","Sim"
"Avançado",1.8,64.4004899085422,"Sim","Sim","Não"
"Básico",4.5,108.031104447703,"Sim","Sim","Sim"
"Básico",3.5,92.4345717361615,"Sim","Não","Sim"
"Intermediário",4.3,121.173750903844,"Sim","Sim","Sim"
"Avançado",3.5,108.107886939462,"Não","Não","Sim"
"Intermediário",4,120.807010319325,"Sim","Sim","Não"
"Avançado",4.4,91.4408276920774,"Sim","Não","Sim"
"Avançado",1.9,112.245615911967,"Sim","Não","Não"
"Básico",1.5,114.375011236417,"Sim","Não","Não"
"Básico",1.4,99.7284572729937,"Não","Não","Não"
"Intermediário",2,98.9756916028062,"Não","Não","Não"
"Avançado",1.7,101.416132147523,"Não","Não","Sim"
"Avançado",4.1,103.953094321788,"Não","Não","Não"
"Básico",2.7,129.633514841718,"Sim","Não","Sim"
"Básico",2.3,59.9067957381701,"Sim","Não","Não"
"Avançado",1.8,110.463650738865,"Sim","Sim","Sim"
"Básico",4.2,90.1305685650642,"Sim","Não","Sim"
"Avançado",3.4,114.49751827085,"Sim","Não","Sim"
"Intermediário",2.4,128.122074280105,"Não","Não","Sim"
"Intermediário",2.9,117.076009355367,"Não","Sim","Não"
"Avançado",1.6,110.05698690864,"Não","Sim","Sim"
"Avançado",1.6,139.77895383006,"Não","Sim","Sim"
"Intermediário",3.9,80.9664455995063,"Sim","Sim","Não"
"Básico",1.3,62.4041871111751,"Não","Sim","Não"
"Intermediário",3,131.185317589638,"Não","Sim","Não"
"Básico",2,84.6005966443223,"Não","Sim","Não"
"Básico",1.7,86.9559166231322,"Sim","Não","Não"
"Avançado",2.2,152.690367764264,"Não","Não","Não"
"Intermediário",2.9,93.6216639087076,"Não","Não","Não"
"Básico",3.1,39.5718064764099,"Sim","Sim","Não"
"Básico",2.4,128.087610538943,"Sim","Sim","Não"
"Básico",1.6,128.799051852926,"Não","Não","Não"
"Básico",3.1,115.968755645766,"Não","Não","Sim"
"Intermediário",1.8,135.644284497867,"Não","Sim","Sim"
"Avançado",2.5,129.01836564908,"Sim","Sim","Não"
"Básico",3.3,133.876524491282,"Não","Sim","Sim"
"Avançado",1.1,117.589818645725,"Sim","Não","Sim"
"Básico",3.3,58.9237475907592,"Não","Não","Não"
"Avançado",1.5,123.215216262339,"Não","Não","Não"
"Básico",4.6,83.5985870310547,"Sim","Não","Não"
"Intermediário",4,83.7951149625915,"Não","Não","Sim"
"Básico",3.9,85.3608624373305,"Sim","Sim","Sim"
"Básico",1.8,96.5496928059552,"Sim","Sim","Não"
"Básico",3,105.293614220245,"Sim","Não","Sim"
"Avançado",4.4,93.0528525208773,"Não","Não","Não"
"Básico",4.6,101.470875327996,"Não","Não","Sim"
"Básico",4,127.474759926598,"Sim","Não","Sim"
"Intermediário",4.8,98.2315276379744,"Não","Sim","Não"
"Avançado",3,122.014766589359,"Sim","Não","Sim"
"Avançado",3.5,85.4560553808458,"Sim","Não","Não"
"Básico",1.4,95.8062788138003,"Sim","Sim","Sim"
"Avançado",3.2,83.813975312725,"Não","Sim","Não"
"Intermediário",1.8,101.985641104967,"Não","Não","Sim"
"Básico",2.9,82.3968678002162,"Não","Não","Sim"
"Básico",4.1,122.378263394816,"Sim","Sim","Não"
"Intermediário",2.2,99.8297862546251,"Sim","Não","Não"
"Avançado",3.1,98.5884434109963,"Sim","Sim","Não"
"Avançado",4.6,86.0027111899378,"Não","Não","Sim"
"Avançado",4.3,96.2196947992498,"Não","Sim","Sim"
"Avançado",3.5,85.7851641429784,"Sim","Sim","Não"
"Intermediário",3.2,86.9553119756112,"Sim","Sim","Sim"
"Avançado",3.2,109.028557658217,"Não","Não","Sim"
"Avançado",4.6,69.9070635377868,"Sim","Não","Sim"
"Básico",2,84.7199855997515,"Não","Não","Sim"
"Intermediário",2.1,108.243342895098,"Não","Não","Sim"
"Intermediário",4.2,103.227886887728,"Sim","Sim","Não"
"Básico",1.6,119.733628168332,"Sim","Não","Sim"
"Intermediário",3.5,83.0189065336225,"Sim","Sim","Não"
"Básico",4.8,62.6823644941916,"Não","Não","Não"
"Básico",2.8,54.3433119057459,"Não","Não","Não"
"Básico",2.4,143.385018402294,"Sim","Não","Não"
"Intermediário",1.3,102.134852680789,"Não","Não","Não"
"Intermediário",1.2,119.668996426212,"Não","Não","Não"
"Básico",3.3,87.0761199164105,"Sim","Não","Sim"
"Avançado",4.4,101.864934717908,"Sim","Não","Sim"
"Intermediário",2.8,76.9788161088865,"Sim","Não","Não"
"Avançado",3.8,122.07116113274,"Não","Sim","Sim"
"Intermediário",2.8,95.729479016564,"Não","Sim","Sim"
"Avançado",3.7,85.4748501835852,"Sim","Sim","Não"
"Avançado",4.8,120.910704419026,"Sim","Sim","Não"
"Básico",5,54.3187188709157,"Não","Sim","Não"
"Básico",1,56.5531107011359,"Não","Não","Não"
"Intermediário",4.6,88.4912614583406,"Sim","Não","Não"
"Avançado",2.3,125.065300000299,"Sim","Não","Sim"
"Básico",4.3,124.46366340649,"Não","Não","Sim"
"Avançado",1.5,123.414375711196,"Sim","Não","Sim"
"Intermediário",2.2,99.2343062698702,"Não","Sim","Não"
"Intermediário",3.2,78.2076021678925,"Sim","Sim","Sim"
"Básico",3.4,86.0121582393205,"Não","Não","Não"
"Intermediário",1.1,83.3769357014432,"Não","Não","Sim"
"Básico",4.2,118.425891498972,"Não","Não","Sim"
"Intermediário",3.1,108.165257890194,"Não","Sim","Não"
"Avançado",1.7,91.8546773448164,"Não","Não","Sim"
"Intermediário",1.6,107.910975595237,"Não","Não","Sim"
"Avançado",3.8,110.512313782961,"Não","Não","Sim"
"Básico",4.6,87.4447071996507,"Não","Não","Sim"
"Avançado",3.5,114.955329782266,"Sim","Não","Sim"
"Básico",3,82.6501298982713,"Não","Sim","Não"
"Básico",3.2,75.2119775102166,"Não","Sim","Não"
"Básico",2.6,95.3992278836571,"Não","Sim","Não"
"Intermediário",2.5,74.01785981687,"Sim","Não","Não"
"Avançado",1.9,114.317193142869,"Não","Não","Não"
"Básico",4.6,124.766640505678,"Não","Sim","Sim"
"Avançado",3.9,118.577435866142,"Não","Não","Sim"
"Básico",1.3,121.309616365175,"Não","Sim","Sim"
"Básico",4,110.446633264773,"Não","Não","Não"
"Avançado",3.6,93.2795778985951,"Sim","Não","Não"
"Básico",5,80.894535283753,"Sim","Não","Não"
"Intermediário",2.9,101.945706633907,"Não","Não","Sim"
"Intermediário",2.4,102.280676911395,"Sim","Não","Sim"
"Intermediário",4.7,91.9102794626852,"Sim","Sim","Não"
"Intermediário",3.8,121.651922727147,"Sim","Não","Sim"
"Intermediário",1.5,102.126555467249,"Não","Não","Sim"
"Básico",2.2,120.103399376982,"Sim","Não","Sim"
"Intermediário",4.4,111.624278296332,"Não","Não","Não"
"Intermediário",4.8,103.613711766538,"Não","Não","Não"
"Intermediário",4.2,105.491312223707,"Não","Não","Não"
"Básico",1,65.8011478405162,"Sim","Sim","Sim"
"Básico",2.9,98.6368270838655,"Não","Sim","Não"
"Intermediário",1.2,97.8970119679976,"Não","Não","Não"
"Intermediário",1.2,119.542292107439,"Não","Não","Sim"
"Avançado",2.2,71.8608485058951,"Não","Sim","Sim"
"Avançado",2.3,99.586618919403,"Não","Não","Sim"
"Básico",1.4,100.882994846338,"Não","Não","Não"
"Básico",2.1,80.2626016901578,"Não","Não","Não"
"Intermediário",1.1,90.0225047511061,"Não","Não","Sim"
"Intermediário",2.4,112.299670737992,"Não","Não","Não"
"Básico",4.4,108.881127324979,"Sim","Sim","Sim"
"Avançado",3.3,112.661589467216,"Sim","Não","Sim"
"Básico",3.8,110.844923705913,"Sim","Não","Sim"
"Básico",3.3,80.2585653327271,"Não","Não","Sim"
"Intermediário",3.3,134.155645575571,"Não","Sim","Não"
"Básico",2.4,117.129866258576,"Não","Não","Sim"
"Intermediário",2.7,59.306556248003,"Não","Sim","Sim"
"Avançado",2.2,109.369689429676,"Não","Não","Não"
"Intermediário",3.2,82.8076804484247,"Não","Não","Não"
"Intermediário",3.4,83.1263504900752,"Sim","Sim","Sim"
"Intermediário",1.7,85.4859092171521,"Não","Não","Não"
"Intermediário",4.2,97.5781595747075,"Não","Não","Sim"
"Avançado",1.7,115.259991100086,"Não","Sim","Sim"
"Intermediário",1.2,71.7115816271362,"Sim","Não","Sim"
"Intermediário",1.6,99.9937752506022,"Não","Não","Sim"
"Básico",1.4,121.739742841334,"Sim","Sim","Sim"
"Intermediário",3.5,96.5548630383297,"Não","Sim","Não"
"Avançado",2.5,114.514877717323,"Sim","Sim","Sim"
"Avançado",4.3,70.7106618374025,"Sim","Não","Sim"
"Básico",1.7,78.2051252997645,"Não","Não","Não"
"Intermediário",3.3,113.942498311464,"Não","Não","Sim"
"Básico",3.3,93.7836733256729,"Sim","Não","Sim"
"Avançado",3.3,79.4455389336727,"Sim","Não","Não"
"Avançado",3.7,75.4945089497877,"Sim","Sim","Sim"
"Avançado",4.2,95.0749258017812,"Não","Sim","Não"
"Avançado",2.8,120.177131067341,"Sim","Não","Sim"
"Básico",2,86.5531175212755,"Sim","Não","Sim"
"Básico",2.5,90.6798092174782,"Não","Não","Sim"
"Avançado",2.3,89.9788135993452,"Não","Não","Sim"
"Intermediário",2.4,103.790189834183,"Sim","Sim","Sim"
"Básico",1.6,96.8382318410216,"Sim","Não","Não"
"Avançado",1.1,90.7792764138763,"Não","Não","Não"
"Avançado",3.7,99.1766058799025,"Não","Não","Sim"
"Avançado",3.2,87.7768195230267,"Sim","Sim","Não"
"Avançado",2.1,85.8303860043193,"Sim","Não","Sim"
"Intermediário",2.4,97.0255164959738,"Não","Não","Não"
"Avançado",1,85.9822334754227,"Sim","Não","Não"
"Básico",2,138.23687368278,"Sim","Não","Sim"
"Básico",4.7,71.5274772239641,"Sim","Sim","Não"
"Avançado",1.8,114.827357013606,"Não","Não","Não"
"Avançado",5,99.2913577103739,"Não","Sim","Não"
"Avançado",3.7,122.881784996695,"Sim","Não","Não"
"Básico",2.2,107.396061952312,"Sim","Não","Não"
"Básico",2.3,78.1641072814236,"Não","Não","Sim"
"Básico",4.9,100.025530139258,"Sim","Não","Não"
"Básico",3.8,118.071362920866,"Sim","Não","Não"
"Intermediário",2,93.6496696654271,"Sim","Não","Sim"
"Avançado",1.9,100.744444755393,"Sim","Não","Sim"
"Intermediário",1.7,85.9329976514924,"Sim","Sim","Não"
"Básico",1.9,93.5474867040235,"Sim","Não","Não"
"Avançado",3,86.8417556357216,"Sim","Sim","Sim"
"Avançado",2.6,90.7211533129638,"Não","Sim","Sim"
"Avançado",4.9,96.5978081259416,"Sim","Não","Não"
"Avançado",1.7,103.948678023853,"Não","Sim","Não"
"Básico",2.1,92.3866589452029,"Não","Não","Não"
"Avançado",2,94.5855229115153,"Não","Não","Não"
"Básico",1.6,88.2147482511538,"Sim","Não","Sim"
"Intermediário",3.9,97.6749009413117,"Não","Não","Sim"
"Básico",2.8,58.4374278107397,"Sim","Sim","Sim"
"Básico",1.1,87.6062903441019,"Não","Sim","Não"
"Básico",3.2,97.3621392063913,"Sim","Não","Não"
"Intermediário",4.3,80.5895589025285,"Não","Não","Não"
"Intermediário",3.1,87.755666260615,"Sim","Não","Sim"
"Avançado",1.1,114.334956718543,"Não","Sim","Sim"
"Básico",1.3,83.6388900819365,"Não","Não","Sim"
"Intermediário",2.2,87.9278006361145,"Sim","Sim","Sim"
"Básico",4.8,102.072598037457,"Não","Não","Não"
"Intermediário",1.9,99.3518636617402,"Sim","Não","Sim"
"Avançado",4.1,110.940819855152,"Não","Não","Não"
"Básico",3.8,111.259675930806,"Sim","Não","Não"
"Básico",1.4,82.1115263623246,"Não","Sim","Não"
"Intermediário",2.8,109.175706921204,"Sim","Sim","Sim"
"Intermediário",3.7,60.9155663501618,"Não","Sim","Sim"
"Avançado",1.5,93.8255038343686,"Não","Sim","Não"
"Intermediário",3.3,87.6518631709361,"Sim","Não","Não"
"Intermediário",4.1,100.459016847765,"Não","Não","Sim"
"Intermediário",3,111.97571520059,"Sim","Sim","Sim"
"Avançado",1.7,86.883713192657,"Não","Sim","Sim"
"Básico",3.8,56.7896478521346,"Sim","Sim","Sim"
"Básico",2.2,129.098310430879,"Sim","Não","Sim"
"Intermediário",2.8,107.232016308954,"Não","Não","Não"
"Intermediário",4.5,108.180129646279,"Sim","Não","Sim"
"Avançado",2.6,66.2193070204303,"Não","Sim","Sim"
"Intermediário",3.1,94.4615399752815,"Não","Sim","Sim"
"Básico",1.3,73.8158629239172,"Sim","Sim","Sim"
"Avançado",4.8,82.7465772374442,"Não","Não","Sim"
"Avançado",4.2,94.1887860690968,"Sim","Não","Não"
"Básico",3,72.993864896998,"Não","Não","Sim"
"Intermediário",4.1,108.865513662377,"Não","Sim","Não"
"Avançado",4,56.6937320604797,"Não","Sim","Não"
"Básico",3.2,105.619163455519,"Não","Não","Sim"
"Avançado",1.3,114.07129635086,"Sim","Sim","Sim"
"Básico",2.1,81.6031385648329,"Sim","Não","Sim"
"Básico",2.2,60.8073401441555,"Não","Não","Sim"
"Intermediário",4.8,92.425304001174,"Não","Sim","Sim"
"Básico",4.5,127.5994362996,"Sim","Sim","Não"
"Básico",1.3,63.9673538032917,"Sim","Não","Não"
"Avançado",1.1,128.353132088782,"Não","Sim","Não"
"Avançado",1.2,133.89023080085,"Não","Não","Não"
"Avançado",2,114.959735227095,"Sim","Não","Sim"
"Avançado",3.9,111.351599528338,"Sim","Não","Não"
"Avançado",4.1,125.144579452444,"Não","Não","Sim"
"Básico",1.2,132.069275187607,"Não","Não","Sim"
"Básico",1.1,78.5010014229744,"Sim","Sim","Sim"
"Avançado",3.5,112.13130550631,"Sim","Não","Sim"
"Avançado",1.3,103.150889302285,"Sim","Sim","Sim"
"Intermediário",1.6,129.25489947502,"Não","Não","Sim"
"Intermediário",4.3,65.5882315161764,"Não","Sim","Sim"
"Básico",4.3,83.325454812857,"Não","Sim","Sim"
"Intermediário",4.7,87.1678999887317,"Sim","Sim","Sim"
"Avançado",1.4,99.253910230018,"Sim","Sim","Sim"
"Intermediário",4.8,104.749273535454,"Não","Não","Sim"
"Avançado",4.7,88.0327963451646,"Sim","Sim","Não"
"Intermediário",4.3,85.9574169275671,"Não","Não","Sim"
"Básico",1.9,94.998576040278,"Não","Não","Não"
"Intermediário",3.7,78.6558325357737,"Sim","Sim","Não"
"Avançado",1.7,102.52842085535,"Sim","Não","Não"
"Avançado",1.6,98.6072864968923,"Não","Sim","Sim"
"Avançado",2.6,92.5088025004976,"Sim","Não","Não"
"Intermediário",2.1,106.542347493262,"Sim","Não","Sim"
"Avançado",2.3,112.478287206336,"Não","Sim","Não"
"Avançado",2.9,59.7153118962797,"Sim","Sim","Não"
"Básico",2.3,79.1793356598772,"Sim","Não","Não"
"Intermediário",2.6,115.539294837286,"Sim","Não","Não"
"Intermediário",1.4,103.581906321122,"Não","Sim","Não"
"Avançado",2,103.490898331757,"Não","Não","Não"
"Intermediário",3.4,111.333984643223,"Sim","Sim","Não"
"Avançado",5,77.4394183564849,"Não","Não","Não"
"Avançado",2.3,84.3777874667084,"Não","Não","Sim"
"Intermediário",2.7,82.3186543761457,"Sim","Sim","Não"
"Básico",4.7,106.369988852809,"Sim","Sim","Sim"
"Intermediário",1.6,90.1558011775937,"Sim","Não","Não"
"Intermediário",3.7,89.8444254620311,"Não","Sim","Sim"
"Intermediário",1.1,76.4571922791577,"Não","Sim","Não"
"Intermediário",3.4,118.59807881783,"Não","Não","Não"
"Básico",2.7,112.129379730579,"Não","Sim","Sim"
"Avançado",1.6,82.2102094249773,"Não","Não","Não"
"Básico",2.5,89.6979749409247,"Não","Sim","Não"
"Intermediário",4.6,77.3139071004491,"Sim","Não","Não"
"Avançado",5,121.628699206289,"Sim","Não","Sim"
"Básico",1,93.8966326556408,"Não","Não","Não"
"Avançado",2.5,81.5163313950183,"Não","Não","Sim"
"Básico",4,133.805643441403,"Não","Sim","Sim"
"Avançado",2.5,99.4399516629322,"Sim","Não","Não"
"Básico",2.6,76.1707013345711,"Sim","Não","Sim"
"Intermediário",1.3,96.700201097978,"Sim","Não","Sim"
"Avançado",4,105.130490864691,"Sim","Não","Não"
"Intermediário",3.7,101.788212263861,"Não","Não","Não"
"Avançado",3.2,115.931923902896,"Sim","Não","Sim"
"Básico",1.6,66.2021086251702,"Não","Sim","Sim"
"Básico",1.5,137.430566530278,"Sim","Sim","Sim"
"Avançado",1.2,110.898877050086,"Não","Sim","Sim"
"Intermediário",3.4,78.0276598427422,"Não","Não","Não"
"Intermediário",1.6,111.769251125287,"Sim","Não","Não"
"Intermediário",4.5,103.200689724351,"Não","Não","Sim"
"Intermediário",5,118.448413789851,"Não","Sim","Sim"
"Básico",2.4,79.0973390735571,"Sim","Não","Não"
"Básico",4.1,100.83794970708,"Não","Sim","Não"
"Avançado",3.4,111.186431741485,"Não","Sim","Não"
"Avançado",3.1,84.2755518656139,"Não","Sim","Não"
"Básico",4.7,79.729335028868,"Sim","Não","Não"
"Avançado",1.5,123.924308350571,"Não","Sim","Não"
"Avançado",4.3,82.7283459476406,"Não","Sim","Sim"
"Intermediário",2.6,86.2368218221655,"Sim","Não","Não"
"Básico",2.6,101.503712497466,"Sim","Sim","Sim"
"Básico",1.8,91.6274433371338,"Não","Sim","Não"
"Avançado",2.5,127.515172130025,"Não","Sim","Não"
"Intermediário",1.3,88.4040192826351,"Não","Sim","Não"
